validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vis,vis_setor,vis_setor_dir,chuva,trovoada,nevoa_umida,teto,cobertura,tt,po,qnh,ur,vnt_vrb,chuvisco,nevoeiro,nevoa_seca,pancada
"['10:00', '06/07']",06/07 10:00,70,6,,9999,,,,,,NIL,NIL,14,12,1019,88,,,,,
"['11:00', '06/07']",06/07 11:00,140,3,,9999,,,,,,NIL,NIL,17,13,1020,77,,,,,
"['12:00', '06/07']",06/07 12:00,80,2,,9999,,,,,,NIL,NIL,19,14,1021,73,,,,,
"['13:00', '06/07']",06/07 13:00,240,2,,9999,,,,,,NIL,NIL,21,14,1022,64,,,,,
"['14:00', '06/07']",06/07 14:00,250,4,,9999,,,,,,NIL,NIL,22,14,1021,60,,,,,
"['15:00', '06/07']",06/07 15:00,110,2,,9999,,,,,,NIL,NIL,24,15,1020,57,,,,,
"['16:00', '06/07']",06/07 16:00,270,3,,9999,,,,,,NIL,NIL,26,14,1019,48,,,,,
"['17:00', '06/07']",06/07 17:00,290,7,,9999,,,,,,NIL,NIL,26,13,1019,45,,,,,
"['18:00', '06/07']",06/07 18:00,280,6,,9999,,,,,,10000,5,26,13,1018,45,,,,,
"['19:00', '06/07']",06/07 19:00,290,2,,9999,,,,,,NIL,NIL,26,13,1018,45,,,,,
"['20:00', '06/07']",06/07 20:00,140,8,,9999,,,,,,NIL,NIL,23,16,1019,65,,,,,
"['21:00', '06/07']",06/07 21:00,120,5,,9999,,,,,,NIL,NIL,21,15,1020,69,,,,,
"['22:00', '06/07']",06/07 22:00,110,5,,9999,,,,,,NIL,NIL,20,14,1020,68,,,,,
"['23:00', '06/07']",06/07 23:00,130,6,,9999,,,,,,NIL,NIL,19,16,1021,83,,,,,
"['00:00', '07/07']",07/07 00:00,90,5,,9999,,,,,,NIL,NIL,18,16,1021,88,,,,,
"['01:00', '07/07']",07/07 01:00,140,5,,9999,,,,,NIL,NIL,NIL,18,16,1022,88,,,,,
"['02:00', '07/07']",07/07 02:00,90,5,,9999,,,,,NIL,NIL,NIL,18,16,1021,88,,,,,
"['03:00', '07/07']",07/07 03:00,0,0,,9999,,,,,NIL,NIL,3,17,16,1021,94,,,,,
"['04:00', '07/07']",07/07 04:00,80,2,,8000,,,,,NIL,NIL,3,16,15,1021,94,,,,,
"['05:00', '07/07']",07/07 05:00,90,2,,4000,,,,,1,NIL,2,15,15,1021,100,,,,,
"['06:00', '07/07']",07/07 06:00,90,3,,4000,,,,,1,NIL,NIL,15,14,1020,94,,,,,
"['06:40', '07/07']",07/07 06:40,130,3,,4000,,,,,1,1000,5,15,15,1020,100,,,,,
"['07:00', '07/07']",07/07 07:00,100,3,,4500,,,,,1,1000,5,16,15,1020,94,,,,,
"['08:00', '07/07']",07/07 08:00,60,3,,4000,,,,,1,900,8,15,15,1020,100,,,,,
"['09:00', '07/07']",07/07 09:00,60,6,,5000,,,,,1,700,8,16,15,1020,94,,,,,
"['10:00', '07/07']",07/07 10:00,70,9,,5000,,,,,1,700,8,16,15,1020,94,,,,,
"['11:00', '07/07']",07/07 11:00,70,11,,4000,,,,,1,NIL,3,16,15,1020,94,,,,,
"['12:00', '07/07']",07/07 12:00,80,11,,6000,,,,,NIL,NIL,3,17,15,1021,88,,,,,
"['13:00', '07/07']",07/07 13:00,70,12,,9999,,,,,NIL,NIL,NIL,19,15,1020,78,,,,,
"['14:00', '07/07']",07/07 14:00,70,11,,9999,,,,,NIL,NIL,NIL,22,15,1019,65,,,,,
"['15:00', '07/07']",07/07 15:00,60,7,,9999,,,,,NIL,NIL,NIL,24,14,1018,54,,,,,
"['16:00', '07/07']",07/07 16:00,20,11,,9999,,,,,NIL,NIL,NIL,27,13,1017,42,,,,,
"['17:00', '07/07']",07/07 17:00,20,12,,9999,,,,,NIL,NIL,NIL,28,12,1016,37,,,,,
"['18:00', '07/07']",07/07 18:00,360,9,,9999,,,,,NIL,NIL,NIL,28,11,1015,35,,,,,
"['19:00', '07/07']",07/07 19:00,20,10,,9999,,,,,NIL,NIL,NIL,27,11,1015,37,,,,,
"['20:00', '07/07']",07/07 20:00,360,7,,9999,,,,,NIL,NIL,NIL,26,11,1015,39,,,,,
"['21:00', '07/07']",07/07 21:00,30,7,,9999,,,,,NIL,NIL,NIL,24,12,1016,47,,,,,
"['22:00', '07/07']",07/07 22:00,90,2,,9999,,,,,NIL,NIL,NIL,19,13,1016,68,,,,,
"['23:00', '07/07']",07/07 23:00,70,2,,9999,,,,,NIL,NIL,NIL,18,13,1016,73,,,,,
"['00:00', '08/07']",08/07 00:00,0,0,,9999,,,,,NIL,NIL,NIL,17,13,1016,77,,,,,
"['01:00', '08/07']",08/07 01:00,20,2,NIL,9999,,,,,,,,17,12,1017,72,,,,,
"['02:00', '08/07']",08/07 02:00,0,0,NIL,9999,,,,,,,,15,12,1017,82,,,,,
"['03:00', '08/07']",08/07 03:00,80,2,NIL,9999,,,,,,,,16,12,1017,77,,,,,
"['04:00', '08/07']",08/07 04:00,50,6,NIL,9999,,,,,,,,17,11,1017,68,,,,,
"['05:00', '08/07']",08/07 05:00,40,6,NIL,9999,,,,,,,,16,10,1017,68,,,,,
"['06:00', '08/07']",08/07 06:00,30,7,NIL,9999,,,,,,,,17,09,1016,59,,,,,
"['07:00', '08/07']",08/07 07:00,40,6,NIL,9999,,,,,,,,18,08,1015,52,,,,,
"['08:00', '08/07']",08/07 08:00,10,7,NIL,9999,,,,,,,,19,08,1015,49,,,,,
"['09:00', '08/07']",08/07 09:00,20,7,NIL,9999,,,,,,,,18,09,1015,56,,,,,
"['10:00', '08/07']",08/07 10:00,20,8,NIL,9999,,,,,,,,19,09,1015,52,,,,,
"['11:00', '08/07']",08/07 11:00,30,8,NIL,9999,,,,,,,,20,09,1016,49,,,,,
"['12:00', '08/07']",08/07 12:00,10,8,NIL,9999,,,,,,,,22,09,1017,43,,,,,
"['13:00', '08/07']",08/07 13:00,340,11,NIL,9999,,,,,,,,23,09,1017,41,,,,,
"['14:00', '08/07']",08/07 14:00,330,12,NIL,9999,,,,,,,,24,10,1017,41,,,,,
"['14:30', '08/07']",08/07 14:30,350,15,25,9999,,,,,,,,25,10,1016,39,,,,,
"['15:00', '08/07']",08/07 15:00,330,10,NIL,9999,,,,,,,,25,10,1016,39,,,,,
"['16:00', '08/07']",08/07 16:00,330,17,NIL,9999,,,,,,,,26,10,1015,37,,,,,
"['17:00', '08/07']",08/07 17:00,330,19,29,9999,,,,,,,,27,10,1014,34,,,,,
"['18:00', '08/07']",08/07 18:00,310,16,26,9999,,,,,,,,26,10,1014,37,,,,,
"['19:00', '08/07']",08/07 19:00,320,12,23,9999,,,,,,,,26,10,1014,37,,,,,
"['20:00', '08/07']",08/07 20:00,320,8,NIL,9999,,,,,,,,25,11,1015,41,,,,,
"['21:00', '08/07']",08/07 21:00,330,7,NIL,9999,,,,,,,,25,11,1015,41,,,,,
"['22:00', '08/07']",08/07 22:00,330,4,NIL,9999,,,,,,,,23,11,1015,47,,,,,
"['23:00', '08/07']",08/07 23:00,320,4,NIL,9999,,,,,,,,23,11,1016,47,,,,,
"['00:00', '09/07']",09/07 00:00,110,2,NIL,9999,,,,,,,,18,12,1016,68,,,,,
"['01:00', '09/07']",09/07 01:00,140,2,,9999,,,NIL,,NIL,NIL,NIL,18,12,1017,68,,,,,
"['02:00', '09/07']",09/07 02:00,170,3,,9999,,,NIL,,NIL,NIL,NIL,18,12,1017,68,,,,,
"['03:00', '09/07']",09/07 03:00,0,0,,9999,,,NIL,,NIL,NIL,NIL,16,12,1017,77,,,,,
"['04:00', '09/07']",09/07 04:00,30,2,,9999,,,NIL,,NIL,NIL,NIL,18,12,1018,68,,,,,
"['05:00', '09/07']",09/07 05:00,0,0,,9999,,,NIL,,NIL,NIL,NIL,17,13,1018,77,,,,,
"['06:00', '09/07']",09/07 06:00,110,2,,9999,,,NIL,,NIL,NIL,NIL,16,13,1018,82,,,,,
"['07:00', '09/07']",09/07 07:00,260,4,,9999,,,NIL,,NIL,NIL,NIL,17,14,1018,83,,,,,
"['08:00', '09/07']",09/07 08:00,270,10,,9999,,,1,,NIL,NIL,NIL,19,14,1018,73,,,,,
"['09:00', '09/07']",09/07 09:00,270,8,,9999,,,1,,NIL,NIL,NIL,18,16,1019,88,,,,,
"['10:00', '09/07']",09/07 10:00,280,6,,9999,,,NIL,,NIL,8000,5,17,16,1019,94,,,,,
"['11:00', '09/07']",09/07 11:00,280,6,,9999,,,NIL,,NIL,1500,5,17,16,1020,94,,,,,
"['12:00', '09/07']",09/07 12:00,270,5,,9999,,,NIL,,NIL,1700,5,18,16,1021,88,,,,,
"['13:00', '09/07']",09/07 13:00,300,8,,9999,,,NIL,,NIL,2000,5,20,15,1022,73,,,,,
"['14:00', '09/07']",09/07 14:00,250,6,,9999,,,NIL,,NIL,NIL,3,21,12,1023,56,,,,,
"['15:00', '09/07']",09/07 15:00,260,7,,9999,,,NIL,,NIL,NIL,2,22,12,1022,53,,,,,
"['16:00', '09/07']",09/07 16:00,250,5,,9999,,,NIL,,NIL,NIL,NIL,22,09,1022,43,,,,,
"['17:00', '09/07']",09/07 17:00,290,6,,9999,,,NIL,,NIL,NIL,NIL,23,09,1021,41,,,,,
"['18:00', '09/07']",09/07 18:00,320,4,,9999,,,NIL,,NIL,NIL,NIL,24,08,1021,36,,,,,
"['19:00', '09/07']",09/07 19:00,140,6,,9999,,,NIL,,NIL,NIL,NIL,21,14,1021,64,,,,,
"['20:00', '09/07']",09/07 20:00,150,5,,9999,,,NIL,,NIL,NIL,NIL,20,14,1021,68,,,,,
"['21:00', '09/07']",09/07 21:00,220,2,,9000,,,NIL,,NIL,NIL,NIL,18,13,1022,73,,,,,
"['22:00', '09/07']",09/07 22:00,0,0,,9000,,,NIL,,NIL,NIL,NIL,16,13,1022,82,,,,,
"['23:00', '09/07']",09/07 23:00,170,5,,6000,,,NIL,,NIL,NIL,NIL,15,12,1023,82,,,,,
"['00:00', '10/07']",10/07 00:00,190,2,,4900,,,NIL,,1,NIL,NIL,14,11,1023,82,,,,,
"['01:00', '10/07']",10/07 01:00,110,1,,4500,,,,,1,NIL,NIL,12,11,1023,94,,,NIL,,
"['02:00', '10/07']",10/07 02:00,90,2,,4500,,,,,1,NIL,NIL,12,11,1023,94,,,NIL,,
"['03:00', '10/07']",10/07 03:00,110,1,,4500,,,,,1,NIL,NIL,11,10,1024,94,,,NIL,,
"['04:00', '10/07']",10/07 04:00,110,3,,7000,,,,,NIL,NIL,3,12,11,1023,94,,,NIL,,
"['04:15', '10/07']",10/07 04:15,110,3,,7000,,,,,NIL,700,5,11,10,1024,94,,,NIL,,
"['05:00', '10/07']",10/07 05:00,80,4,,4000,,,,,1,400,5,10,10,1023,100,,,NIL,,
"['06:00', '10/07']",10/07 06:00,70,5,,2500,,,,,1,200,8,11,10,1023,94,,,NIL,,
"['07:00', '10/07']",10/07 07:00,50,3,,4500,,,,,1,NIL,3,10,09,1023,93,,,NIL,,
"['08:00', '10/07']",10/07 08:00,130,2,,6000,,,,,NIL,NIL,3,08,08,1022,100,,,NIL,,
"['08:40', '10/07']",10/07 08:40,140,4,,1200,,,,,1,100,5,09,09,1023,100,,,NIL,,
"['09:00', '10/07']",10/07 09:00,0,0,,2500,,,,,1,200,5,09,09,1023,100,,,NIL,,
"['09:40', '10/07']",10/07 09:40,70,3,,700,,,,,NIL,200,8,08,08,1023,100,,,1,,
"['10:00', '10/07']",10/07 10:00,80,3,,300,,,,,NIL,100,8,09,09,1023,100,,,1,,
"['11:00', '10/07']",10/07 11:00,60,3,,200,,,,,NIL,100,8,10,10,1024,100,,,1,,
"['11:39', '10/07']",10/07 11:39,80,4,,5000,,,,,1,NIL,NIL,11,11,1024,100,,,NIL,,
"['12:00', '10/07']",10/07 12:00,80,10,,7000,,,,,NIL,NIL,NIL,12,12,1024,100,,,NIL,,
"['13:00', '10/07']",10/07 13:00,70,13,,9999,,,,,NIL,NIL,NIL,15,12,1024,82,,,NIL,,
"['14:00', '10/07']",10/07 14:00,70,14,,9999,,,,,NIL,NIL,NIL,17,12,1024,72,,,NIL,,
"['15:00', '10/07']",10/07 15:00,60,13,,9999,,,,,NIL,NIL,2,18,12,1023,68,,,NIL,,
"['16:00', '10/07']",10/07 16:00,70,9,,9999,,,,,NIL,NIL,NIL,19,13,1022,68,,,NIL,,
"['17:00', '10/07']",10/07 17:00,60,9,,9999,,,,,NIL,NIL,NIL,19,13,1021,68,,,NIL,,
"['18:00', '10/07']",10/07 18:00,60,7,,9999,,,,,NIL,NIL,NIL,21,14,1021,64,,,NIL,,
"['19:00', '10/07']",10/07 19:00,50,6,,9999,,,,,NIL,NIL,NIL,21,14,1020,64,,,NIL,,
"['20:00', '10/07']",10/07 20:00,60,8,,9999,,,,,NIL,NIL,NIL,20,14,1020,68,,,NIL,,
"['21:00', '10/07']",10/07 21:00,70,7,,9999,,,,,NIL,NIL,NIL,17,14,1021,83,,,NIL,,
"['22:00', '10/07']",10/07 22:00,90,4,,9999,,,,,NIL,NIL,NIL,17,14,1021,83,,,NIL,,
"['23:00', '10/07']",10/07 23:00,80,4,,9999,,,,,NIL,NIL,NIL,16,14,1021,88,,,NIL,,
"['00:00', '11/07']",11/07 00:00,80,10,,9999,,,,,NIL,NIL,NIL,16,14,1021,88,,,NIL,,
"['01:00', '11/07']",11/07 01:00,90,11,NIL,9999,NIL,NIL,,,NIL,NIL,NIL,15,14,1021,94,,,NIL,,
"['02:00', '11/07']",11/07 02:00,70,10,NIL,9999,NIL,NIL,,,NIL,NIL,NIL,15,14,1022,94,,,NIL,,
"['03:00', '11/07']",11/07 03:00,80,10,NIL,9999,NIL,NIL,,,NIL,NIL,NIL,15,14,1021,94,,,NIL,,
"['04:00', '11/07']",11/07 04:00,80,11,NIL,9999,NIL,NIL,,,NIL,NIL,NIL,15,14,1021,94,,,NIL,,
"['05:00', '11/07']",11/07 05:00,70,8,NIL,9999,NIL,NIL,,,NIL,NIL,NIL,14,13,1021,94,,,NIL,,
"['06:00', '11/07']",11/07 06:00,70,7,NIL,6000,NIL,NIL,,,NIL,500,5,14,13,1021,94,,,NIL,,
"['07:00', '11/07']",11/07 07:00,80,9,NIL,4000,NIL,NIL,,,1,400,8,14,14,1020,100,,,NIL,,
"['08:00', '11/07']",11/07 08:00,70,7,NIL,2000,NIL,NIL,,,1,300,8,14,14,1021,100,,,NIL,,
"['09:00', '11/07']",11/07 09:00,50,6,NIL,800,NIL,NIL,,,NIL,200,8,14,14,1022,100,,,1,,
"['10:00', '11/07']",11/07 10:00,60,8,NIL,600,NIL,NIL,,,NIL,100,8,13,13,1022,100,,,1,,
"['11:00', '11/07']",11/07 11:00,60,10,NIL,800,NIL,NIL,,,NIL,200,5,14,14,1022,100,,,1,,
"['12:00', '11/07']",11/07 12:00,70,9,NIL,900,NIL,NIL,,,NIL,300,5,14,14,1022,100,,,1,,
"['13:00', '11/07']",11/07 13:00,60,9,NIL,4500,2000,90,,,1,500,5,16,14,1023,88,,,NIL,,
"['13:20', '11/07']",11/07 13:20,70,8,NIL,9000,NIL,NIL,,,NIL,NIL,2,17,14,1023,83,,,NIL,,
"['14:00', '11/07']",11/07 14:00,70,6,NIL,9999,NIL,NIL,,,NIL,NIL,2,19,15,1022,78,,,NIL,,
"['15:00', '11/07']",11/07 15:00,60,5,NIL,9999,NIL,NIL,,,NIL,NIL,NIL,22,15,1021,65,,,NIL,,
"['16:00', '11/07']",11/07 16:00,330,9,NIL,9999,NIL,NIL,,,NIL,NIL,2,26,14,1020,48,,,NIL,,
"['17:00', '11/07']",11/07 17:00,310,9,20,9999,NIL,NIL,,,NIL,NIL,3,26,13,1019,45,,,NIL,,
"['18:00', '11/07']",11/07 18:00,340,9,NIL,9999,NIL,NIL,,,NIL,NIL,3,26,12,1018,42,,,NIL,,
"['19:00', '11/07']",11/07 19:00,340,6,NIL,9999,NIL,NIL,,,NIL,NIL,2,26,12,1018,42,,,NIL,,
"['20:00', '11/07']",11/07 20:00,330,5,NIL,9999,NIL,NIL,,,NIL,NIL,NIL,25,12,1018,44,,,NIL,,
"['21:00', '11/07']",11/07 21:00,350,3,NIL,9999,NIL,NIL,,,NIL,NIL,NIL,21,14,1018,64,,,NIL,,
"['22:00', '11/07']",11/07 22:00,90,2,NIL,9999,NIL,NIL,,,NIL,NIL,NIL,18,14,1019,77,,,NIL,,
"['23:00', '11/07']",11/07 23:00,70,3,NIL,9999,NIL,NIL,,,NIL,NIL,NIL,18,14,1019,77,,,NIL,,
"['00:00', '12/07']",12/07 00:00,70,5,NIL,9999,NIL,NIL,,,NIL,NIL,NIL,17,13,1019,77,,,NIL,,
"['01:00', '12/07']",12/07 01:00,60,7,,9999,,,,,,,,17,13,1019,77,,,,,
"['02:00', '12/07']",12/07 02:00,50,6,,9999,,,,,,,,18,13,1019,73,,,,,
"['03:00', '12/07']",12/07 03:00,120,2,,9999,,,,,,,,16,13,1018,82,,,,,
"['04:00', '12/07']",12/07 04:00,100,4,,9999,,,,,,,,15,13,1018,88,,,,,
"['05:00', '12/07']",12/07 05:00,0,0,,9999,,,,,,,,14,13,1018,94,,,,,
"['06:00', '12/07']",12/07 06:00,0,0,,9999,,,,,,,,13,13,1018,100,,,,,
"['07:00', '12/07']",12/07 07:00,0,0,,9999,,,,,,,,13,12,1017,94,,,,,
"['08:00', '12/07']",12/07 08:00,0,0,,9999,,,,,,,,13,12,1017,94,,,,,
"['09:00', '12/07']",12/07 09:00,200,3,,9999,,,,,,,,13,11,1017,88,,,,,
"['10:00', '12/07']",12/07 10:00,80,4,,9999,,,,,,,,15,12,1018,82,,,,,
"['11:00', '12/07']",12/07 11:00,60,7,,9999,,,,,,,,19,12,1018,64,,,,,
"['12:00', '12/07']",12/07 12:00,40,6,,9999,,,,,,,,21,13,1018,60,,,,,
"['13:00', '12/07']",12/07 13:00,10,8,,9999,,,,,,,,23,13,1018,53,,,,,
"['14:00', '12/07']",12/07 14:00,330,14,,9999,,,,,,,,25,12,1018,44,,,,,
"['15:00', '12/07']",12/07 15:00,330,11,,9999,,,,,,,,26,13,1018,45,,,,,
"['16:00', '12/07']",12/07 16:00,310,13,,9999,,,,,,,,26,12,1017,42,,,,,
"['17:00', '12/07']",12/07 17:00,310,12,,9999,,,,,,,,27,12,1016,39,,,,,
"['18:00', '12/07']",12/07 18:00,330,8,,9999,,,,,,,,27,12,1016,39,,,,,
"['19:00', '12/07']",12/07 19:00,330,8,,9999,,,,,,,,26,12,1016,42,,,,,
"['20:00', '12/07']",12/07 20:00,310,5,,9999,,,,,,,,25,13,1016,47,,,,,
"['21:00', '12/07']",12/07 21:00,0,0,,9999,,,,,,,,22,14,1017,60,,,,,
"['22:00', '12/07']",12/07 22:00,80,2,,9999,,,,,,,,19,14,1017,73,,,,,
"['23:00', '12/07']",12/07 23:00,80,3,,9999,,,,,,,,18,14,1018,77,,,,,
"['00:00', '13/07']",13/07 00:00,80,3,,9999,,,,,,,,18,14,1018,77,,,,,
"['01:00', '13/07']",13/07 01:00,160,1,,9999,,,,,,,NIL,16,14,1018,88,,,,,
"['02:00', '13/07']",13/07 02:00,80,2,,9999,,,,,,,NIL,16,13,1018,82,,,,,
"['03:00', '13/07']",13/07 03:00,80,3,,9999,,,,,,,NIL,16,13,1019,82,,,,,
"['04:00', '13/07']",13/07 04:00,120,1,,9999,,,,,,,NIL,15,13,1018,88,,,,,
"['05:00', '13/07']",13/07 05:00,50,3,,9999,,,,,,,NIL,15,12,1018,82,,,,,
"['06:00', '13/07']",13/07 06:00,80,2,,9999,,,,,,,NIL,15,13,1018,88,,,,,
"['07:00', '13/07']",13/07 07:00,10,1,,9999,,,,,,,NIL,15,13,1017,88,,,,,
"['08:00', '13/07']",13/07 08:00,90,2,,9999,,,,,,,NIL,15,12,1018,82,,,,,
"['09:00', '13/07']",13/07 09:00,170,2,,9999,,,,,,,NIL,15,13,1018,88,,,,,
"['10:00', '13/07']",13/07 10:00,180,2,,9999,,,,,,,NIL,14,12,1019,88,,,,,
"['11:00', '13/07']",13/07 11:00,160,2,,9999,,,,,,,NIL,17,14,1019,83,,,,,
"['12:00', '13/07']",13/07 12:00,30,4,,9999,,,,,,,NIL,22,13,1020,57,,,,,
"['13:00', '13/07']",13/07 13:00,20,2,,9999,,,,,,,NIL,25,13,1020,47,,,,,
"['14:00', '13/07']",13/07 14:00,320,5,,9999,,,,,,,NIL,26,14,1020,48,,,,,
"['15:00', '13/07']",13/07 15:00,270,9,,9999,,,,,,,NIL,27,14,1019,45,,,,,
"['16:00', '13/07']",13/07 16:00,290,10,,9999,,,,,,,3,28,14,1019,42,,,,,
"['17:00', '13/07']",13/07 17:00,300,10,,9999,,,,,,,NIL,28,14,1018,42,,,,,
"['18:00', '13/07']",13/07 18:00,270,10,,9999,,,,,,,NIL,27,13,1017,42,,,,,
"['19:00', '13/07']",13/07 19:00,310,8,,9999,,,,,,,NIL,27,13,1017,42,,,,,
"['20:00', '13/07']",13/07 20:00,310,7,,9999,,,,,,,NIL,26,13,1017,45,,,,,
"['21:00', '13/07']",13/07 21:00,340,4,,9999,,,,,,,NIL,23,14,1018,57,,,,,
"['22:00', '13/07']",13/07 22:00,190,2,,9999,,,,,,,NIL,19,15,1018,78,,,,,
"['23:00', '13/07']",13/07 23:00,120,1,,9999,,,,,,,NIL,19,15,1019,78,,,,,
"['00:00', '14/07']",14/07 00:00,0,0,,9999,,,,,,,NIL,18,15,1019,83,,,,,
"['01:00', '14/07']",14/07 01:00,110,1,,9999,,,,,,NIL,NIL,18,14,1019,77,,,,,
"['02:00', '14/07']",14/07 02:00,250,1,,9999,,,,,,NIL,NIL,18,14,1019,77,,,,,
"['03:00', '14/07']",14/07 03:00,60,2,,9999,,,,,,NIL,NIL,18,14,1019,77,,,,,
"['04:00', '14/07']",14/07 04:00,210,2,,9999,,,,,,NIL,NIL,17,14,1019,83,,,,,
"['05:00', '14/07']",14/07 05:00,180,4,,9999,,,,,,NIL,NIL,16,14,1019,88,,,,,
"['06:00', '14/07']",14/07 06:00,200,3,,9000,,,,,,NIL,NIL,17,13,1019,77,,,,,
"['07:00', '14/07']",14/07 07:00,200,4,,9000,,,,,,900,5,17,15,1020,88,,,,,
"['08:00', '14/07']",14/07 08:00,0,0,,9000,,,,,,1300,5,17,16,1020,94,,,,,
"['09:00', '14/07']",14/07 09:00,190,6,,9999,,,,,,700,5,17,16,1021,94,,,,,
"['10:00', '14/07']",14/07 10:00,160,4,,9999,,,,,,1300,8,17,15,1022,88,,,,,
"['11:00', '14/07']",14/07 11:00,160,6,,9999,,,,,,1100,8,17,15,1023,88,,,,,
"['12:00', '14/07']",14/07 12:00,130,5,,9999,,,,,,1300,8,17,14,1023,83,,,,,
"['13:00', '14/07']",14/07 13:00,140,5,,9999,,,,,,1300,8,17,14,1024,83,,,,,
"['14:00', '14/07']",14/07 14:00,150,5,,9999,,,,,,1300,8,17,14,1024,83,,,,,
"['15:00', '14/07']",14/07 15:00,150,5,,9999,,,,,,1700,8,18,14,1023,77,,,,,
"['16:00', '14/07']",14/07 16:00,120,5,,9999,,,,,,1800,8,19,15,1022,78,,,,,
"['17:00', '14/07']",14/07 17:00,140,5,,9999,,,,,,1700,8,19,15,1021,78,,,,,
"['18:00', '14/07']",14/07 18:00,140,6,,9999,,,,,,1900,8,18,15,1021,83,,,,,
"['19:00', '14/07']",14/07 19:00,150,7,,9000,,,,,,1500,8,17,15,1021,88,,,,,
"['19:22', '14/07']",14/07 19:22,160,7,,9000,,,,,,1300,8,17,14,1022,83,,,,,
"['20:00', '14/07']",14/07 20:00,170,8,,9999,,,,,,1300,8,17,14,1022,83,,,,,
"['21:00', '14/07']",14/07 21:00,160,3,,8000,,,,,,1300,8,17,14,1023,83,,,,,
"['22:00', '14/07']",14/07 22:00,160,7,,9999,,,,,,1100,8,16,14,1023,88,,,,,
"['23:00', '14/07']",14/07 23:00,160,6,,9999,,,,,,1100,8,15,13,1023,88,,,,,
"['00:00', '15/07']",15/07 00:00,150,5,,9999,,,,,,1100,8,15,13,1024,88,,,,,
"['01:00', '15/07']",15/07 01:00,150,3,,9999,,,,,,1100,8,15,13,1024,88,,,,,
"['02:00', '15/07']",15/07 02:00,140,4,,9999,,,,,,1100,8,15,12,1024,82,,,,,
"['03:00', '15/07']",15/07 03:00,150,5,,9999,,,,,,1100,8,15,12,1024,82,,,,,
"['04:00', '15/07']",15/07 04:00,130,5,,9999,,,,,,1100,5,15,12,1024,82,,,,,
"['05:00', '15/07']",15/07 05:00,130,4,,9999,,,,,,600,5,15,13,1024,88,,,,,
"['06:00', '15/07']",15/07 06:00,150,3,,9999,,,,,,900,5,15,13,1024,88,,,,,
"['07:00', '15/07']",15/07 07:00,130,6,,9999,,,,,,900,5,14,13,1023,94,,,,,
"['08:00', '15/07']",15/07 08:00,130,6,,9999,,,,,,1100,5,15,12,1023,82,,,,,
"['09:00', '15/07']",15/07 09:00,120,4,,9999,,,,,,800,8,14,13,1023,94,,,,,
"['10:00', '15/07']",15/07 10:00,130,6,,9999,,,,,,800,8,14,12,1023,88,,,,,
"['11:00', '15/07']",15/07 11:00,120,7,,9999,,,,,,900,8,14,12,1024,88,,,,,
"['12:00', '15/07']",15/07 12:00,120,7,,9999,,,,,,1100,8,15,12,1025,82,,,,,
"['13:00', '15/07']",15/07 13:00,130,9,,9999,,,,,,1300,8,15,12,1025,82,,,,,
"['14:00', '15/07']",15/07 14:00,110,8,,9999,,,,,,1700,8,16,09,1025,63,,,,,
"['15:00', '15/07']",15/07 15:00,130,8,,9999,,,,,,1900,8,16,12,1025,77,,,,,
"['16:00', '15/07']",15/07 16:00,130,6,,9999,,,,,,1500,5,16,12,1024,77,,,,,
"['17:00', '15/07']",15/07 17:00,160,5,,9999,,,,,,1500,5,16,12,1024,77,,,,,
"['18:00', '15/07']",15/07 18:00,160,6,,9999,,,,,,1500,8,15,12,1024,82,,,,,
"['19:00', '15/07']",15/07 19:00,180,6,,9999,,,,,,1300,8,14,12,1024,88,,,,,
"['20:00', '15/07']",15/07 20:00,140,5,,9999,,,,,,800,8,14,12,1024,88,,,,,
"['21:00', '15/07']",15/07 21:00,120,6,,9999,,,,,,900,8,14,11,1025,82,,,,,
"['22:00', '15/07']",15/07 22:00,120,6,,9999,,,,,,700,8,13,11,1025,88,,,,,
"['23:00', '15/07']",15/07 23:00,130,8,,9999,,,,,,700,8,13,12,1026,94,,,,,
"['00:00', '16/07']",16/07 00:00,130,7,,9999,,,,,,800,8,13,12,1026,94,,,,,
"['01:00', '16/07']",16/07 01:00,120,6,,9999,,,NIL,,NIL,700,8,13,12,1026,94,,NIL,,,
"['02:00', '16/07']",16/07 02:00,110,8,,7000,,,NIL,,NIL,600,8,13,12,1026,94,,NIL,,,
"['03:00', '16/07']",16/07 03:00,120,5,,9999,,,NIL,,NIL,600,8,13,12,1026,94,,NIL,,,
"['04:00', '16/07']",16/07 04:00,120,6,,9999,,,NIL,,NIL,800,8,13,12,1026,94,,NIL,,,
"['05:00', '16/07']",16/07 05:00,120,6,,9999,,,NIL,,NIL,700,8,13,12,1025,94,,NIL,,,
"['06:00', '16/07']",16/07 06:00,130,6,,9999,,,NIL,,NIL,800,8,13,12,1025,94,,NIL,,,
"['07:00', '16/07']",16/07 07:00,120,7,,9999,,,NIL,,NIL,800,8,13,12,1025,94,,NIL,,,
"['08:00', '16/07']",16/07 08:00,120,5,,9999,,,NIL,,NIL,800,8,13,12,1025,94,,NIL,,,
"['09:00', '16/07']",16/07 09:00,120,5,,9999,,,NIL,,NIL,700,8,13,12,1025,94,,NIL,,,
"['10:00', '16/07']",16/07 10:00,110,5,,4000,,,NIL,,1,500,8,13,13,1026,100,,NIL,,,
