"icao","semana","avistamento","colisao","quase_colisao"
"SBPV",10,0,1,0
"SBPV",14,0,1,0
"SBPV",15,0,1,0
"SBPV",17,0,1,0
"SBPV",20,0,1,0
"SBPV",30,0,1,0
"SBPV",37,0,1,0
"SBPV",41,0,1,0
"SBPV",42,2,0,0
"SBPV",43,0,2,0
"SBPV",46,0,2,0
"SBPV",47,0,1,0
"SBRB",12,1,0,0
"SBRB",16,0,1,0
"SBRB",22,0,1,0
"SBRB",24,1,0,0
"SBRB",25,2,1,0
"SBRB",26,0,1,0
"SBRB",29,0,1,0
"SBRB",30,1,0,0
"SBRB",31,0,1,0
"SBRB",44,1,0,0
"SBRB",46,0,1,0
"SBRB",48,1,0,0
"SBRD",22,0,1,0
"SBRD",25,0,1,0
"SBRD",30,0,1,0
"SBRD",45,3,0,0
"SBRD",46,1,0,0
"SBRD",47,1,0,0
"SBRD",48,1,0,0
"SBRD",49,1,0,0
"SBRD",50,2,0,0
"SBRD",52,1,0,0
"SBRF",1,0,1,0
"SBRF",2,0,1,0
"SBRF",3,0,3,0
"SBRF",5,0,1,0
"SBRF",6,1,2,0
"SBRF",7,0,3,0
"SBRF",8,0,3,0
"SBRF",9,0,4,0
"SBRF",10,0,3,0
"SBRF",12,0,2,0
"SBRF",13,0,3,0
"SBRF",15,0,5,0
"SBRF",16,0,6,0
"SBRF",17,0,2,0
"SBRF",18,0,5,0
"SBRF",19,1,3,0
"SBRF",20,1,4,0
"SBRF",21,2,5,0
"SBRF",22,1,3,1
"SBRF",23,0,4,0
"SBRF",24,0,4,0
"SBRF",25,0,3,0
"SBRF",26,0,2,0
"SBRF",27,2,6,0
"SBRF",28,0,2,0
"SBRF",29,0,1,0
"SBRF",30,0,1,0
"SBRF",31,0,1,0
"SBRF",33,0,2,1
"SBRF",34,0,1,0
"SBRF",35,0,1,0
"SBRF",36,0,4,1
"SBRF",37,1,2,0
"SBRF",38,1,6,0
"SBRF",41,0,1,0
"SBRF",43,0,4,0
"SBRF",44,0,1,0
"SBRF",47,2,1,0
"SBRF",48,2,2,0
"SBRF",49,1,1,0
"SBRF",50,4,3,0
"SBRF",51,2,2,0
"SBRF",52,1,2,0
"SBRJ",3,0,1,0
"SBRJ",4,0,3,0
"SBRJ",6,0,1,0
"SBRJ",8,2,1,0
"SBRJ",10,0,1,0
"SBRJ",11,0,1,0
"SBRJ",12,0,1,0
"SBRJ",13,0,2,0
"SBRJ",14,1,0,0
"SBRJ",15,0,2,0
"SBRJ",16,0,2,0
"SBRJ",19,1,1,0
"SBRJ",20,2,1,0
"SBRJ",21,0,1,0
"SBRJ",22,3,3,0
"SBRJ",23,0,1,0
"SBRJ",25,0,2,0
"SBRJ",26,0,1,0
"SBRJ",27,1,1,0
"SBRJ",28,2,2,0
"SBRJ",29,0,1,0
"SBRJ",30,2,2,0
"SBRJ",31,2,2,0
"SBRJ",32,0,1,0
"SBRJ",33,0,1,0
"SBRJ",34,1,4,0
"SBRJ",35,1,3,0
"SBRJ",36,1,0,0
"SBRJ",37,0,1,0
"SBRJ",38,0,3,2
"SBRJ",39,1,1,0
"SBRJ",40,1,2,0
"SBRJ",42,1,0,0
"SBRJ",47,1,2,0
"SBRJ",48,0,1,0
"SBRJ",49,1,1,0
"SBRJ",51,0,3,0
"SBRJ",53,0,1,0
"SBRP",2,0,1,0
"SBRP",3,0,1,0
"SBRP",7,0,1,0
"SBRP",11,0,1,0
"SBRP",12,0,1,0
"SBRP",14,1,0,0
"SBRP",25,1,0,0
"SBRP",33,1,0,0
"SBRP",38,0,1,0
"SBRP",48,0,1,0
"SBRP",49,0,1,0
"SBRP",50,0,2,0
"SBSC",17,1,0,0
"SBSC",18,1,0,0
"SBSC",48,2,0,0
"SBSG",3,0,1,0
"SBSG",5,0,1,0
"SBSG",14,0,1,0
"SBSG",22,0,1,0
"SBSG",25,0,1,0
"SBSG",31,1,0,0
"SBSG",42,0,1,0
"SBSG",51,0,1,0
"SBSI",31,0,1,0
"SBSI",34,0,1,0
"SBSI",39,0,1,0
"SBSL",1,0,1,0
"SBSL",2,1,0,0
"SBSL",3,0,4,0
"SBSL",4,0,1,0
"SBSL",5,0,1,0
"SBSL",6,0,1,0
"SBSL",9,0,2,0
"SBSL",10,1,0,0
"SBSL",11,0,2,0
"SBSL",12,1,0,0
"SBSL",14,0,2,0
"SBSL",25,1,0,0
"SBSL",26,0,1,0
"SBSL",27,0,1,0
"SBSL",28,0,2,0
"SBSL",30,1,0,0
"SBSL",32,1,1,0
"SBSL",35,1,0,0
"SBSL",38,0,1,0
"SBSL",40,1,0,0
"SBSL",41,1,0,0
"SBSL",42,1,0,0
"SBSL",43,1,0,0
"SBSL",44,1,0,0
"SBSL",51,2,1,0
"SBSL",53,0,1,0
"SBSM",51,0,1,0
"SBSN",1,0,1,0
"SBSN",2,0,1,0
"SBSN",9,1,0,0
"SBSN",10,1,0,0
"SBSN",12,0,1,0
"SBSN",18,1,0,0
"SBSN",19,0,1,0
"SBSN",21,1,0,0
"SBSN",23,0,1,0
"SBSN",28,2,0,0
"SBSN",36,0,2,0
"SBSN",39,0,1,1
"SBSN",45,1,0,0
"SBSN",47,0,1,0
"SBSN",50,0,1,0
"SBSN",51,1,1,0
"SBSN",52,1,0,0
"SBSO",50,0,1,0
"SBSP",1,0,1,0
"SBSP",2,0,6,0
"SBSP",3,0,1,0
"SBSP",4,4,1,0
"SBSP",5,8,3,0
"SBSP",6,5,2,0
"SBSP",7,12,0,0
"SBSP",8,2,0,0
"SBSP",9,3,2,0
"SBSP",10,2,2,0
"SBSP",11,1,2,0
"SBSP",12,0,3,0
"SBSP",13,0,1,0
"SBSP",14,3,1,0
"SBSP",15,0,1,0
"SBSP",17,0,3,0
"SBSP",18,3,0,0
"SBSP",19,1,3,0
"SBSP",20,8,0,1
"SBSP",22,2,2,0
"SBSP",27,1,0,0
"SBSP",29,1,1,0
"SBSP",30,0,1,0
"SBSP",31,1,2,0
"SBSP",33,1,3,0
"SBSP",35,1,1,0
"SBSP",36,0,8,0
"SBSP",37,0,4,0
"SBSP",38,1,4,0
"SBSP",39,0,4,0
"SBSP",40,1,11,0
"SBSP",41,1,8,1
"SBSP",42,0,5,0
"SBSP",43,0,3,0
"SBSP",44,2,5,0
"SBSP",46,2,4,0
"SBSP",47,0,1,0
"SBSP",49,1,3,0
"SBSP",50,1,2,0
"SBSP",51,1,1,0
"SBSP",52,3,2,0
"SBSP",53,1,0,0
"SBSR",1,0,2,0
"SBSR",3,0,1,0
"SBSR",5,0,1,0
"SBSR",7,0,2,0
"SBSR",8,0,2,0
"SBSR",10,0,1,0
"SBSR",11,0,2,0
"SBSR",23,1,0,0
"SBSR",28,0,1,0
"SBSR",29,0,1,0
"SBSR",31,0,1,0
"SBSR",33,0,1,0
"SBSR",37,0,1,0
"SBSR",40,0,1,0
"SBSR",42,0,3,0
"SBSR",43,0,1,0
"SBSR",46,1,0,0
"SBSR",47,1,2,0
"SBSR",48,0,1,0
"SBSR",51,0,2,0
"SBSR",52,1,0,0
"SBSV",5,0,1,0
"SBSV",7,1,0,0
"SBSV",9,0,1,0
"SBSV",11,0,3,0
"SBSV",12,0,1,0
"SBSV",15,2,1,0
"SBSV",16,0,2,0
"SBSV",17,1,0,0
"SBSV",19,1,1,0
"SBSV",20,0,1,0
"SBSV",21,0,1,0
"SBSV",23,0,2,0
"SBSV",26,0,4,1
"SBSV",27,0,0,1
"SBSV",28,0,2,0
"SBSV",29,0,2,0
"SBSV",30,0,1,0
"SBSV",31,0,1,0
"SBSV",32,0,1,0
"SBSV",33,1,2,0
"SBSV",34,0,2,0
"SBSV",35,1,0,0
"SBSV",36,0,1,0
"SBSV",38,0,2,0
"SBSV",41,0,1,0
"SBSV",43,0,1,0
"SBSV",44,1,2,0
"SBSV",45,1,1,0
"SBSV",46,0,1,0
"SBSV",48,0,1,0
"SBSV",49,1,2,0
"SBSV",51,1,0,0
"SBSV",52,0,1,0
"SBSV",53,0,1,0
"SBTE",2,1,0,0
"SBTE",5,1,0,0
"SBTE",7,0,1,0
"SBTE",8,1,1,0
"SBTE",9,0,2,0
"SBTE",10,0,2,0
"SBTE",12,2,0,0
"SBTE",16,0,1,0
"SBTE",19,1,1,0
"SBTE",22,0,2,0
"SBTE",24,0,1,0
"SBTE",27,0,1,0
"SBTE",28,0,2,0
"SBTE",29,0,1,0
"SBTE",32,1,1,0
"SBTE",33,2,0,0
"SBTE",34,0,1,0
"SBTE",37,0,1,0
"SBTE",43,0,3,0
"SBTE",44,0,2,0
"SBTE",45,0,1,0
"SBTE",47,1,0,0
"SBTE",48,0,1,0
"SBTE",51,0,4,0
"SBTF",16,0,1,0
"SBTF",22,0,1,0
"SBTF",23,0,1,0
"SBTF",34,0,1,0
"SBTF",38,0,1,0
"SBTG",11,1,0,0
"SBTG",23,1,0,0
"SBTT",8,0,1,0
"SBTT",12,0,1,0
"SBTT",30,0,2,0
"SBTT",45,0,1,0
"SBUG",41,0,1,0
"SBUL",13,0,1,0
"SBUL",18,0,1,0
"SBUL",19,0,2,0
"SBUL",21,0,1,0
"SBUL",22,0,1,0
"SBUL",24,0,1,0
"SBUL",27,0,2,0
"SBUL",29,1,1,0
"SBUL",36,0,1,0
"SBUL",38,0,1,0
"SBUL",41,0,2,0
"SBUL",43,0,3,0
"SBUL",44,0,2,0
"SBUL",46,0,1,0
"SBUL",47,0,1,0
"SBUL",48,0,2,0
"SBUL",49,1,0,0
"SBUL",52,0,1,0
"SBUR",6,0,1,0
"SBUR",15,1,0,0
"SBUR",20,1,0,0
"SBUR",24,0,1,0
"SBUR",41,1,0,0
"SBUR",42,1,0,0
"SBUR",43,0,1,0
"SBUR",46,0,1,0
"SBUR",47,1,0,0
"SBUR",49,1,0,0
"SBUR",51,3,0,0
"SBVC",10,2,0,0
"SBVC",11,4,0,0
"SBVC",12,6,3,0
"SBVC",13,12,0,0
"SBVC",14,7,0,0
"SBVC",23,0,1,0
"SBVH",39,1,0,0
"SBVT",5,1,0,0
"SBVT",6,1,3,0
"SBVT",7,0,1,0
"SBVT",9,0,3,0
"SBVT",12,1,1,0
"SBVT",13,0,3,0
"SBVT",16,0,2,0
"SBVT",17,0,1,0
"SBVT",18,4,9,0
"SBVT",19,0,1,0
"SBVT",20,3,2,0
"SBVT",21,0,7,1
"SBVT",22,0,2,0
"SBVT",23,1,3,0
"SBVT",24,0,4,0
"SBVT",25,1,2,0
"SBVT",28,0,1,0
"SBVT",29,0,1,0
"SBVT",30,1,2,0
"SBVT",32,0,2,0
"SBVT",33,0,2,0
"SBVT",34,1,4,0
"SBVT",35,0,2,0
"SBVT",36,0,2,0
"SBVT",37,0,3,0
"SBVT",38,0,3,0
"SBVT",39,0,4,0
"SBVT",40,0,1,0
"SBVT",41,0,1,0
"SBVT",43,0,1,0
"SBVT",45,2,1,0
"SBVT",46,0,7,0
"SBVT",47,2,0,0
"SBVT",48,1,1,0
"SBVT",49,2,0,0
"SBVT",50,2,0,0
"SBVT",51,1,0,0
"SBVT",52,1,0,0
"SBVT",53,2,1,0
"SBZM",43,0,1,0
"SBZM",44,1,0,0
"SBZM",49,0,1,0
"SBZM",52,0,1,0
